id,last_scraped,host_since,host_listings_count,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,property_type,accommodates,bathrooms,bedrooms,bed_type,price,security_deposit,cleaning_fee,review_scores_rating,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,has_availability,is_review,days_host
22955802,2019-01-17,2016-09-18,1,t,f,District 34,36.086776505225345,-86.8163490918989,Entire home/apt,Guest suite,3,1.0,1,Real Bed,119.0,0.0,35.0,99.0,79,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,851
22956492,2019-01-17,2010-04-10,1,t,f,District 5,36.18812777405549,-86.755222308063,Entire home/apt,House,10,2.5,3,Real Bed,225.0,500.0,140.0,100.0,30,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,3204
22958671,2019-01-17,2014-09-24,20,t,f,District 15,36.168078418153314,-86.69794928976563,Entire home/apt,House,10,2.0,3,Real Bed,250.0,250.0,125.0,99.0,54,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1576
22960233,2019-01-17,2017-11-13,15,t,f,District 17,36.14455643421958,-86.76328905846151,Entire home/apt,Townhouse,16,4.5,5,Real Bed,699.0,1500.0,400.0,100.0,7,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,430
22961145,2019-01-17,2012-04-04,5,t,t,District 5,36.177492085261825,-86.75787705369675,Private room,House,2,2.0,1,Real Bed,125.0,200.0,40.0,100.0,18,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2479
22971321,2019-01-17,2016-12-15,2,t,f,District 19,36.168789471938304,-86.79298249086996,Entire home/apt,House,10,3.5,3,Real Bed,870.0,500.0,150.0,100.0,31,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,763
22982124,2019-01-17,2018-01-28,1,t,f,District 34,36.074630324773715,-86.77790913457348,Entire home/apt,Guest suite,4,2.0,2,Real Bed,90.0,150.0,100.0,97.0,36,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,354
22984627,2019-01-17,2015-09-21,1,t,t,District 17,36.13648840377148,-86.76790920164395,Entire home/apt,Townhouse,10,2.5,3,Real Bed,175.0,0.0,150.0,98.0,12,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1214
22984828,2019-01-17,2018-01-28,1,t,f,District 15,36.14766889843147,-86.69373108616197,Private room,Apartment,2,1.0,1,Real Bed,31.0,0.0,5.0,96.0,29,9.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,354
23001203,2019-01-17,2017-05-30,37,t,f,District 5,36.19411559785133,-86.77284271270085,Entire home/apt,House,16,7.5,8,Real Bed,625.0,250.0,500.0,100.0,10,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,597
23003276,2019-01-17,2014-06-23,17,t,t,District 19,36.17405733324357,-86.78092963166594,Entire home/apt,Condominium,4,1.0,1,Real Bed,115.0,0.0,90.0,96.0,71,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1669
23016197,2019-01-17,2015-04-14,340,t,t,District 15,36.21949772637034,-86.70552194011843,Entire home/apt,Serviced apartment,8,2.0,2,Real Bed,119.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,f,f,strict_14_with_grace_period,f,f,t,False,1374
23020725,2019-01-17,2017-08-14,9,f,f,District 19,36.16735026505521,-86.78367070842951,Entire home/apt,Apartment,4,1.0,0,Real Bed,125.0,135.0,45.0,92.0,24,10.0,10.0,10.0,8.0,9.0,t,f,flexible,f,f,t,True,521
23021553,2019-01-17,2018-01-30,1,f,f,District 12,36.16449563758179,-86.5814963943753,Entire home/apt,House,6,2.5,3,Real Bed,115.0,200.0,45.0,94.0,30,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,352
23021796,2019-01-17,2016-06-28,2,t,f,District 13,36.12926096165072,-86.70709158433182,Entire home/apt,House,4,1.0,2,Real Bed,145.0,0.0,85.0,100.0,1,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,933
23021894,2019-01-17,2018-01-30,1,f,f,District 18,36.121612389642884,-86.80083349829657,Entire home/apt,House,7,3.0,3,Real Bed,265.0,350.0,150.0,100.0,5,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,352
23023261,2019-01-17,2015-09-03,1,t,f,District 26,36.084031803043324,-86.71869201816428,Entire home/apt,Guest suite,7,1.0,1,Real Bed,55.0,0.0,25.0,99.0,38,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1232
23024971,2019-01-17,2014-06-03,1,t,f,District 7,36.20959716839653,-86.71503066357994,Entire home/apt,Bungalow,8,2.0,3,Real Bed,325.0,500.0,100.0,100.0,10,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1689
23038214,2019-01-17,2015-12-22,6,t,t,District 5,36.17856360498063,-86.75439449955972,Private room,House,2,1.0,1,Real Bed,85.0,0.0,0.0,100.0,3,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1122
23038293,2019-01-17,2018-01-31,1,t,f,District 7,36.230503172223045,-86.71254624020158,Entire home/apt,House,6,2.0,3,Real Bed,275.0,0.0,125.0,100.0,14,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,351
23038372,2019-01-17,2017-10-24,26,t,f,District 19,36.16586121432463,-86.800766173763,Entire home/apt,Condominium,12,2.0,4,Real Bed,350.0,0.0,169.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,moderate,f,f,t,False,450
23040037,2019-01-17,2017-10-24,26,t,f,District 19,36.16535994283532,-86.80223288145932,Entire home/apt,Condominium,12,2.0,4,Real Bed,350.0,0.0,169.0,100.0,1,10.0,10.0,8.0,10.0,6.0,t,f,moderate,f,f,t,True,450
23044869,2019-01-17,2017-05-30,28,f,f,District 19,36.1463450772056,-86.79149581348949,Entire home/apt,Apartment,4,1.0,1,Real Bed,125.0,0.0,50.0,95.0,52,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,597
23051976,2019-01-17,2014-07-12,2,f,t,District 23,36.0936664074406,-86.88987073690502,Entire home/apt,House,8,2.5,4,Real Bed,600.0,500.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,flexible,f,f,t,False,1650
23058149,2019-01-17,2016-07-18,2,f,f,District 20,36.15433563728834,-86.86644678712094,Entire home/apt,House,5,1.0,2,Real Bed,73.0,500.0,200.0,87.0,9,8.0,9.0,10.0,10.0,8.0,t,f,flexible,f,f,t,True,913
23058254,2019-01-17,2016-08-26,2,f,f,District 18,36.14034425723431,-86.81506362308191,Entire home/apt,Loft,6,2.0,3,Real Bed,150.0,0.0,100.0,99.0,36,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,874
23060442,2019-01-17,2018-02-01,6,t,f,District 19,36.15234245637119,-86.78590903616421,Entire home/apt,Loft,4,1.0,0,Real Bed,205.0,300.0,90.0,98.0,40,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,350
23077959,2019-01-17,2016-07-13,8,t,f,District 17,36.139673250134244,-86.7940204938707,Entire home/apt,Townhouse,8,1.5,2,Real Bed,234.0,0.0,175.0,100.0,7,10.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,918
23078610,2019-01-17,2016-07-13,8,t,f,District 17,36.13950666231389,-86.79517631677315,Entire home/apt,Townhouse,8,1.5,2,Real Bed,234.0,0.0,175.0,99.0,15,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,918
23085827,2019-01-17,2014-10-31,1,t,t,District 17,36.13779321843954,-86.7812223784368,Entire home/apt,Guesthouse,4,1.0,2,Real Bed,130.0,0.0,60.0,99.0,51,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1539
23087718,2019-01-17,2017-10-24,26,t,f,District 21,36.172335717754095,-86.80726876119041,Entire home/apt,Condominium,12,2.0,4,Real Bed,350.0,0.0,169.0,100.0,1,10.0,6.0,10.0,10.0,6.0,t,f,moderate,f,f,t,True,450
23091323,2019-01-17,2015-12-27,85,f,f,District 19,36.16947029380054,-86.78241870192619,Entire home/apt,Apartment,4,1.0,30,Real Bed,72.0,100.0,45.0,90.0,70,9.0,10.0,10.0,9.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1117
23091861,2019-01-17,2017-11-13,15,t,f,District 17,36.14433271208895,-86.76362754558387,Entire home/apt,Townhouse,16,4.5,4,Real Bed,599.0,800.0,350.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,strict_14_with_grace_period,f,f,t,False,430
23106938,2019-01-17,2017-01-22,3,t,f,District 5,36.17510481196208,-86.78018743021387,Entire home/apt,Condominium,6,2.0,2,Real Bed,295.0,300.0,100.0,100.0,5,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,725
23120954,2019-01-17,2017-04-04,7,t,t,District 14,36.163628432123744,-86.65104259845491,Entire home/apt,House,6,1.0,2,Real Bed,99.0,0.0,75.0,99.0,54,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,653
23126110,2019-01-17,2018-02-05,1,t,f,District 7,36.195979657270776,-86.7056049739369,Entire home/apt,Guest suite,2,1.0,0,Real Bed,80.0,0.0,10.0,98.0,115,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,346
23126738,2019-01-17,2017-07-05,2,f,f,District 5,36.19233380530735,-86.76616928660229,Entire home/apt,House,8,2.0,3,Real Bed,289.0,250.0,125.0,93.0,14,10.0,9.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,561
23127383,2019-01-17,2016-09-28,1,t,f,District 24,36.1360945446185,-86.85904863360689,Entire home/apt,Guest suite,4,1.0,2,Real Bed,85.0,0.0,50.0,97.0,15,10.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,841
23141814,2019-01-17,2014-02-01,11,t,f,District 19,36.14993923540501,-86.80042647364105,Entire home/apt,Condominium,5,1.0,2,Real Bed,149.0,100.0,75.0,98.0,54,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1811
23144425,2019-01-17,2015-04-11,5,t,t,District 8,36.23310875720089,-86.73256375015484,Entire home/apt,House,12,4.0,4,Real Bed,299.0,0.0,200.0,97.0,61,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1377
23145089,2019-01-17,2015-08-14,1,f,f,District 19,36.15413678751825,-86.7879419891933,Private room,Apartment,1,1.0,1,Real Bed,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,flexible,f,f,t,False,1252
23161512,2019-01-17,2016-04-18,26,f,f,District 18,36.140009057088506,-86.81406207041132,Entire home/apt,Townhouse,12,4.0,4,Real Bed,249.0,400.0,315.0,97.0,22,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1004
23163718,2019-01-17,2014-07-24,3,t,t,District 18,36.14109985704028,-86.81490929645818,Private room,Guest suite,3,1.0,2,Real Bed,150.0,0.0,40.0,99.0,47,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1638
23168304,2019-01-17,2016-10-26,82,t,f,District 18,36.12778166885715,-86.79342530558529,Entire home/apt,House,8,3.0,3,Real Bed,340.0,299.0,125.0,98.0,32,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,813
23169939,2019-01-17,2015-06-03,4,t,f,District 18,36.1311297629575,-86.79673828230636,Entire home/apt,House,2,1.0,0,Real Bed,65.0,250.0,45.0,99.0,27,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1324
23170778,2019-01-17,2017-05-30,28,f,f,District 19,36.144314815794345,-86.79329271811005,Entire home/apt,Apartment,4,1.0,1,Real Bed,120.0,0.0,40.0,96.0,73,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,597
23171525,2019-01-17,2015-09-25,8,t,f,District 20,36.1553144557364,-86.84786905697008,Entire home/apt,Townhouse,6,2.0,2,Real Bed,125.0,100.0,100.0,99.0,47,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1210
23181446,2019-01-17,2017-04-17,6,f,f,District 19,36.16869342481143,-86.78357746169245,Entire home/apt,Apartment,4,1.0,0,Real Bed,146.0,0.0,65.0,95.0,71,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,640
23181781,2019-01-17,2015-04-19,15,t,f,District 5,36.20483609108218,-86.7418695042322,Entire home/apt,Townhouse,8,3.0,2,Real Bed,153.0,0.0,50.0,100.0,59,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1369
23181795,2019-01-17,2016-03-24,1,f,t,District 3,36.24473898278569,-86.82057575498362,Private room,House,2,1.5,1,Real Bed,68.0,0.0,0.0,100.0,12,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1029
23182334,2019-01-17,2017-08-13,1,t,f,District 29,36.08814627569119,-86.6330112571501,Entire home/apt,House,4,2.5,2,Real Bed,129.0,1000.0,99.0,100.0,29,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,522
23183573,2019-01-17,2014-02-01,11,t,f,District 21,36.15462743644196,-86.79461970641773,Entire home/apt,Condominium,5,1.0,2,Real Bed,149.0,100.0,85.0,99.0,65,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1811
23185782,2019-01-17,2016-05-12,1,t,t,District 7,36.19655273628799,-86.72387294046663,Entire home/apt,House,10,3.5,3,Real Bed,350.0,0.0,150.0,99.0,22,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,980
23187033,2019-01-17,2018-02-08,1,t,f,District 5,36.19495204950026,-86.76239498090489,Entire home/apt,Townhouse,8,3.5,3,Real Bed,199.0,500.0,150.0,99.0,36,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,343
23192339,2019-01-17,2014-08-04,3,t,t,District 23,36.13204405167809,-86.88220270558321,Entire home/apt,House,12,2.0,5,Real Bed,300.0,500.0,150.0,97.0,29,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1627
23194645,2019-01-17,2016-12-07,96,f,f,District 19,36.183453896623114,-86.79104065822546,Entire home/apt,House,8,3.5,4,Real Bed,172.0,0.0,296.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,super_strict_30,f,f,t,False,771
23203064,2019-01-17,2013-02-04,1176,f,f,District 19,36.156528933298674,-86.7661138634225,Entire home/apt,Apartment,4,1.0,1,Real Bed,999.0,0.0,89.0,90.0,4,10.0,10.0,9.0,9.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2173
23203072,2019-01-17,2013-02-04,1176,f,f,District 19,36.156157862106056,-86.76495067400808,Entire home/apt,Apartment,4,1.0,1,Real Bed,999.0,0.0,89.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,strict_14_with_grace_period,f,f,t,False,2173
23203077,2019-01-17,2013-02-04,1176,f,f,District 19,36.15657196661496,-86.76651377153598,Entire home/apt,Apartment,4,1.0,1,Real Bed,999.0,0.0,89.0,80.0,3,9.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2173
23219300,2019-01-17,2010-12-15,28,f,f,District 17,36.14423393779268,-86.78433646553944,Entire home/apt,Townhouse,12,4.0,4,Real Bed,462.0,0.0,200.0,100.0,3,10.0,10.0,9.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2955
23220754,2019-01-17,2015-11-30,1,f,t,District 5,36.205090987831774,-86.7397938967611,Entire home/apt,Townhouse,5,2.5,2,Real Bed,310.0,500.0,120.0,95.0,4,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1144
23220802,2019-01-17,2013-12-10,2,t,t,District 21,36.15492811860912,-86.82377722180807,Entire home/apt,House,5,1.0,2,Real Bed,187.0,500.0,125.0,95.0,4,9.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1864
23230952,2019-01-17,2015-04-13,1,f,f,District 17,36.12498384499843,-86.78408691349587,Entire home/apt,House,8,2.0,3,Real Bed,450.0,600.0,150.0,97.0,6,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1375
23234562,2019-01-17,2017-05-24,42,f,f,District 19,36.1516696917759,-86.78694889512087,Entire home/apt,Apartment,6,2.0,2,Real Bed,207.0,500.0,173.0,93.0,8,10.0,10.0,10.0,10.0,9.0,t,f,flexible,f,f,t,True,603
23235433,2019-01-17,2015-04-11,4,t,t,District 6,36.17880998037568,-86.7163717397909,Entire home/apt,Tiny house,2,1.0,1,Real Bed,99.0,500.0,40.0,99.0,36,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1377
23238669,2019-01-17,2018-02-11,1,t,f,District 8,36.22948931043299,-86.72783121261297,Entire home/apt,House,10,1.5,3,Real Bed,225.0,150.0,95.0,100.0,32,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,340
23261567,2019-01-17,2016-12-07,96,f,f,District 7,36.207243393918134,-86.71397513329626,Entire home/apt,House,4,1.0,2,Real Bed,86.0,0.0,206.0,91.0,9,9.0,10.0,9.0,10.0,9.0,t,f,super_strict_30,f,f,t,True,771
23272724,2019-01-17,2017-04-04,96,t,f,District 18,36.136986621213005,-86.80174518390128,Entire home/apt,Apartment,4,1.0,1,Real Bed,159.0,0.0,70.0,98.0,24,10.0,10.0,9.0,10.0,10.0,f,f,moderate,f,f,t,True,653
23275787,2019-01-17,2012-08-17,2,t,f,District 5,36.18073252560792,-86.7523763736627,Entire home/apt,House,8,2.0,4,Real Bed,249.0,500.0,129.0,98.0,63,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2344
23287831,2019-01-17,2015-06-21,1,t,t,District 7,36.213035090807026,-86.7222413945148,Private room,Bungalow,2,1.0,1,Real Bed,65.0,0.0,12.0,98.0,27,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1306
23290826,2019-01-17,2015-12-07,20,f,f,District 19,36.165375882943664,-86.800702026739,Entire home/apt,Apartment,14,2.0,5,Real Bed,265.0,350.0,75.0,96.0,5,10.0,9.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1137
23291130,2019-01-17,2014-11-07,23,f,f,District 19,36.16398651292729,-86.80097968721519,Entire home/apt,Apartment,14,2.0,5,Real Bed,265.0,350.0,75.0,88.0,5,10.0,8.0,10.0,10.0,8.0,t,f,moderate,f,f,t,True,1532
23291336,2019-01-17,2016-04-19,2,t,f,District 17,36.12571432252078,-86.77811832009606,Entire home/apt,Apartment,6,1.0,2,Real Bed,150.0,250.0,75.0,98.0,41,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1003
23291339,2019-01-17,2018-02-14,1,t,f,District 1,36.23804250117047,-86.83795700039222,Entire home/apt,House,10,2.5,3,Real Bed,475.0,150.0,75.0,100.0,20,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,337
23292958,2019-01-17,2017-05-30,28,f,f,District 19,36.144543222947846,-86.79304707427255,Entire home/apt,Apartment,4,1.0,1,Real Bed,125.0,0.0,40.0,93.0,71,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,597
23293241,2019-01-17,2017-05-30,28,f,f,District 19,36.14432776454952,-86.79220441249147,Entire home/apt,Apartment,4,1.0,1,Real Bed,125.0,0.0,45.0,95.0,55,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,597
23294091,2019-01-17,2017-10-09,17,f,f,District 24,36.13106087593381,-86.83789063834698,Entire home/apt,Townhouse,8,2.5,3,Real Bed,116.0,250.0,150.0,94.0,13,9.0,10.0,9.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,465
23305434,2019-01-17,2018-02-15,1,f,f,District 18,36.133939891771824,-86.80590019422165,Entire home/apt,Apartment,4,1.0,1,Real Bed,70.0,250.0,75.0,90.0,39,9.0,9.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,336
23306155,2019-01-17,2015-02-22,14,t,f,District 19,36.16307522963518,-86.78197441513956,Entire home/apt,Condominium,6,1.0,2,Real Bed,250.0,300.0,130.0,100.0,58,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1425
23311451,2019-01-17,2015-02-22,14,t,f,District 19,36.16163563690144,-86.7848724432119,Entire home/apt,Condominium,4,1.0,1,Real Bed,190.0,200.0,95.0,99.0,54,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,1425
23321562,2019-01-17,2017-01-04,263,t,t,District 15,36.21944127777658,-86.70576775668133,Private room,Resort,6,2.0,2,Real Bed,169.0,0.0,0.0,100.0,2,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,743
23321876,2019-01-17,2017-04-17,6,f,f,District 19,36.16800842626308,-86.78372851199751,Entire home/apt,Apartment,4,1.0,0,Real Bed,147.0,0.0,65.0,91.0,61,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,640
23322491,2019-01-17,2016-02-29,12,t,f,District 20,36.16216594856292,-86.85390805989387,Entire home/apt,House,10,2.5,3,Real Bed,113.0,1500.0,150.0,100.0,21,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,1053
23322611,2019-01-17,2016-02-29,12,t,f,District 21,36.150566762851156,-86.80561870683809,Entire home/apt,Apartment,6,1.0,1,Real Bed,87.0,350.0,85.0,99.0,58,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1053
23322772,2019-01-17,2016-02-29,12,t,f,District 21,36.149343536093895,-86.80732618664311,Entire home/apt,Apartment,6,1.0,2,Real Bed,98.0,400.0,85.0,96.0,69,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1053
23323557,2019-01-17,2018-02-16,1,f,f,District 19,36.169080235614,-86.78421783433878,Entire home/apt,Apartment,4,1.0,0,Real Bed,150.0,0.0,65.0,94.0,87,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,335
23324285,2019-01-17,2018-02-04,1,f,f,District 10,36.301910538981375,-86.68061073317111,Entire home/apt,House,12,3.0,4,Real Bed,699.0,1500.0,399.0,100.0,4,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,347
23336988,2019-01-17,2018-02-05,1,t,f,District 2,36.18520271711422,-86.80279084818821,Entire home/apt,Townhouse,8,2.5,3,Real Bed,189.0,150.0,150.0,99.0,25,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,346
23338997,2019-01-17,2016-08-30,1,t,f,District 21,36.1529506185145,-86.82373581181507,Entire home/apt,Townhouse,10,3.0,3,Real Bed,275.0,750.0,150.0,99.0,24,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,870
23340040,2019-01-17,2018-02-15,1,f,f,District 19,36.16767685075982,-86.78237123047226,Entire home/apt,Apartment,4,1.0,0,Real Bed,150.0,0.0,65.0,91.0,73,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,336
23340955,2019-01-17,2018-02-17,1,f,f,District 24,36.145791367025424,-86.85442035285675,Private room,House,2,1.0,1,Real Bed,50.0,0.0,20.0,93.0,29,9.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,334
23341772,2019-01-17,2014-08-27,39,t,t,District 24,36.14015225849987,-86.82419532967394,Entire home/apt,House,12,3.5,5,Real Bed,250.0,300.0,250.0,97.0,15,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1604
23342050,2019-01-17,2018-02-16,1,f,f,District 19,36.169105201435784,-86.78434057649997,Entire home/apt,Apartment,4,1.0,0,Real Bed,150.0,0.0,65.0,92.0,67,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,335
23349066,2019-01-17,2016-06-04,1,f,t,District 11,36.217809610851276,-86.59563177793804,Entire home/apt,Townhouse,2,1.5,1,Real Bed,100.0,0.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,t,f,flexible,f,f,t,False,957
23351692,2019-01-17,2018-02-18,17,f,f,District 19,36.16853075086442,-86.78345204204308,Entire home/apt,Apartment,4,1.0,1,Real Bed,125.0,0.0,65.0,92.0,69,9.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,333
23351868,2019-01-17,2018-02-18,17,f,f,District 19,36.16866592548398,-86.78236379733114,Entire home/apt,Apartment,8,1.0,1,Real Bed,164.0,0.0,65.0,91.0,83,9.0,10.0,9.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,333
23369023,2019-01-17,2016-10-18,1,t,f,District 17,36.13366307161217,-86.76826703002503,Entire home/apt,House,8,2.5,2,Real Bed,138.0,0.0,232.0,98.0,29,10.0,10.0,10.0,10.0,10.0,t,f,super_strict_30,f,f,t,True,821
23371101,2019-01-17,2018-02-18,17,f,f,District 19,36.16711330856909,-86.78394344973573,Entire home/apt,Apartment,4,1.0,0,Real Bed,124.0,0.0,65.0,93.0,64,10.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,333
23371622,2019-01-17,2016-09-08,1,t,t,District 7,36.20592634866425,-86.72259051432245,Entire home/apt,Guest suite,2,1.0,1,Real Bed,86.0,0.0,60.0,99.0,84,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,861
23374938,2019-01-17,2014-03-11,2,f,f,District 6,36.18224613950845,-86.7352232511652,Entire home/apt,House,8,1.5,3,Real Bed,260.0,0.0,100.0,95.0,9,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,t,True,1773
23375340,2019-01-17,2017-03-21,1,f,f,District 32,36.05527312870067,-86.63908926405344,Entire home/apt,Apartment,5,2.0,2,Real Bed,200.0,0.0,60.0,87.0,28,9.0,8.0,9.0,9.0,9.0,t,f,flexible,f,f,t,True,667
23380415,2019-01-17,2015-05-26,1,t,t,District 17,36.12950736773606,-86.7866356198297,Entire home/apt,Apartment,4,2.0,2,Real Bed,200.0,1000.0,100.0,99.0,31,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1332
23387900,2019-01-17,2016-07-26,79,f,f,District 19,36.16763432876756,-86.78232075504296,Entire home/apt,Apartment,4,1.0,1,Real Bed,314.0,300.0,120.0,88.0,13,9.0,9.0,10.0,10.0,9.0,t,f,flexible,f,f,t,True,905
23394815,2019-01-17,2016-07-26,79,f,f,District 19,36.16876242630171,-86.78367904405481,Entire home/apt,Apartment,4,1.0,0,Real Bed,314.0,300.0,100.0,80.0,7,9.0,9.0,9.0,9.0,8.0,t,f,flexible,f,f,t,True,905
